municipio,uf,bev,phev,hev,mhev,hev_flex,ev_plugin,total
"Iguatu","CE",20,60,8,8,18,80,114
"Ijaci","MG",2,0,0,0,0,2,2
"Ijuí","RS",104,58,27,7,30,162,226
"Ilha Comprida","SP",1,0,0,1,7,1,9
"Ilha das Flores","SE",1,0,0,0,0,1,1
"Ilha de Itamaracá","PE",9,4,2,0,4,13,19
"Ilha Grande","PI",0,1,0,0,0,1,1
"Ilha Solteira","SP",10,18,8,0,3,28,39
"Ilhabela","SP",27,40,22,9,13,67,111
"Ilhéus","BA",44,49,17,9,63,93,182
"Ilhota","SC",14,11,5,2,2,25,34
"Ilicínea","MG",0,1,0,0,2,1,3
"Ilópolis","RS",1,1,0,0,2,2,4
"Imaculada","PB",0,0,0,0,1,0,1
"Imaruí","SC",1,3,0,0,6,4,10
"Imbaú","PR",0,2,1,0,3,2,6
"Imbé","RS",46,7,3,0,15,53,71
"Imbé de Minas","MG",1,0,0,0,0,1,1
"Imbituba","SC",61,71,12,10,56,132,210
"Imbituva","PR",11,12,3,1,2,23,29
"Imbuia","SC",1,2,0,1,2,3,6
"Imigrante","RS",3,2,4,0,2,5,11
"Imperatriz","MA",436,200,31,7,107,636,781
"Inácio Martins","PR",1,1,0,0,0,2,2
"Inaciolândia","GO",1,1,0,1,0,2,3
"Inajá","PE",0,0,0,0,1,0,1
"Indaiabira","MG",1,0,0,0,1,1,2
"Indaial","SC",91,101,10,14,19,192,235
"Indaiatuba","SP",1211,1457,248,96,907,2668,3919
"Independência","CE",11,3,0,0,0,14,14
"Independência","RS",2,2,0,0,1,4,5
"Indiana","SP",1,1,0,0,1,2,3
"Indianópolis","MG",0,2,0,0,0,2,2
"Indianópolis","PR",1,0,0,0,1,1,2
"Indiaporã","SP",0,1,0,0,0,1,1
"Indiara","GO",1,5,0,0,1,6,7
"Indiaroba","SE",0,0,0,0,1,0,1
"Indiavaí","MT",3,0,0,1,0,3,4
"Ingá","PB",2,1,0,1,0,3,4
"Ingazeira","PE",1,0,0,0,0,1,1
"Inhambupe","BA",7,3,4,0,4,10,18
"Inhangapi","PA",8,1,0,0,0,9,9
"Inhapi","AL",0,1,0,0,2,1,3
"Inhapim","MG",0,2,0,0,2,2,4
"Inhaúma","MG",1,0,1,1,0,1,3
"Inhuma","PI",0,0,0,0,1,0,1
"Inhumas","GO",32,30,2,1,9,62,74
"Inimutaba","MG",0,1,0,0,0,1,1
"Inocência","MS",2,2,2,0,3,4,9
"Inúbia Paulista","SP",1,1,0,0,2,2,4
"Iomerê","SC",1,0,1,0,1,1,3
"Ipaba","MG",0,0,0,0,5,0,5
"Ipameri","GO",1,5,0,0,5,6,11
"Ipanema","MG",1,2,0,0,5,3,8
"Ipanguaçu","RN",3,1,1,0,0,4,5
"Ipatinga","MG",289,208,30,11,98,497,636
"Ipaumirim","CE",0,1,1,0,0,1,2
"Ipaussu","SP",1,0,0,0,4,1,5
"Ipê","RS",1,1,0,0,1,2,3
"Ipecaetá","BA",1,1,0,0,3,2,5
"Iperó","SP",11,11,2,3,3,22,30
"Ipeúna","SP",4,7,2,2,7,11,22
"Ipiaú","BA",5,4,1,0,2,9,12
"Ipiguá","SP",4,1,0,0,0,5,5
"Ipira","SC",0,0,1,0,1,0,2
"Ipirá","BA",3,15,1,1,8,18,28
"Ipiranga","PR",3,0,0,0,0,3,3
"Ipiranga de Goiás","GO",0,0,0,0,1,0,1
"Ipiranga do Norte","MT",0,3,1,2,3,3,9
"Ipiranga do Sul","RS",0,1,0,1,0,1,2
"Ipixuna do Pará","PA",0,1,0,0,1,1,2
"Ipojuca","PE",62,33,5,2,13,95,115
"Iporá","GO",7,10,3,2,6,17,28
"Iporã","PR",17,1,0,1,0,18,19
"Iporã do Oeste","SC",2,5,1,0,0,7,8
"Iporanga","SP",0,0,0,0,2,0,2
"Ipu","CE",3,0,0,0,3,3,6
"Ipuã","SP",1,7,4,5,5,8,22
"Ipubi","PE",4,0,0,0,2,4,6
"Ipueira","RN",0,0,0,0,1,0,1
"Ipueiras","CE",0,2,2,0,0,2,4
"Ipuiúna","MG",0,0,0,0,1,0,1
"Ipumirim","SC",1,1,0,0,2,2,4
"Ipupiara","BA",0,0,0,1,1,0,2
"Iracema","CE",0,2,0,0,0,2,2
"Iracema do Oeste","PR",0,0,1,0,1,0,2
"Iracemápolis","SP",6,69,35,3,3,75,116
"Iraí","RS",0,0,0,0,1,0,1
"Iraí de Minas","MG",0,0,0,0,1,0,1
"Iramaia","BA",0,0,0,0,1,0,1
"Iranduba","AM",8,3,0,0,2,11,13
"Irani","SC",1,1,0,0,1,2,3
"Irapuã","SP",0,4,0,0,1,4,5
"Irapuru","SP",0,1,0,0,1,1,2
"Iraquara","BA",0,0,1,0,0,0,1
"Irará","BA",5,4,1,1,9,9,20
"Irati","PR",32,38,5,2,3,70,80
"Irati","SC",0,1,1,0,0,1,2
"Irauçuba","CE",0,2,0,0,1,2,3
"Irecê","BA",12,16,6,3,51,28,88
"Iretama","PR",0,1,1,0,2,1,4
"Irineópolis","SC",1,1,1,1,4,2,8
"Irituia","PA",1,2,0,0,1,3,4
"Irupi","ES",0,3,2,0,1,3,6
"Isaías Coelho","PI",1,0,0,0,0,1,1
"Itá","SC",2,5,3,2,4,7,16
"Itaara","RS",6,2,0,0,1,8,9
"Itabaiana","PB",3,0,0,0,3,3,6
"Itabaiana","SE",63,59,8,8,16,122,154
"Itabaianinha","SE",4,12,0,0,2,16,18
"Itabela","BA",0,0,1,0,6,0,7
"Itaberá","SP",7,14,1,0,4,21,26
"Itaberaba","BA",4,13,4,1,6,17,28
"Itaberaí","GO",11,17,4,4,10,28,46
"Itabi","SE",1,0,0,0,1,1,2
"Itabira","MG",52,29,5,5,38,81,129
"Itabirinha","MG",0,3,1,1,2,3,7
"Itabirito","MG",16,12,3,2,12,28,45
"Itaboraí","RJ",71,51,12,8,43,122,185
"Itabuna","BA",281,160,20,15,57,441,533
"Itacaré","BA",2,4,2,0,8,6,16
"Itacoatiara","AM",0,2,0,1,2,2,5
"Itacurubi","RS",1,0,0,0,0,1,1
"Itaeté","BA",0,0,1,0,2,0,3
"Itagibá","BA",1,1,0,0,1,2,3
"Itagimirim","BA",0,1,0,0,0,1,1
"Itaguaçu","ES",0,1,2,0,6,1,9
"Itaguaí","RJ",71,51,11,12,52,122,197
"Itaguajé","PR",0,0,0,0,1,0,1
"Itaguari","GO",0,1,0,0,0,1,1
"Itaguaru","GO",0,1,0,0,0,1,1
"Itaí","SP",9,11,3,8,14,20,45
"Itaíba","PE",0,0,0,0,3,0,3
"Itaiçaba","CE",1,1,0,1,0,2,3
"Itainópolis","PI",1,0,0,0,2,1,3
"Itaiópolis","SC",0,6,0,0,3,6,9
"Itaipava do Grajaú","MA",0,0,0,1,0,0,1
"Itaipulândia","PR",4,3,0,0,2,7,9
"Itaitinga","CE",49,16,2,1,3,65,71
"Itaituba","PA",13,14,0,1,17,27,45
"Itajá","GO",0,2,0,0,1,2,3
"Itajá","RN",2,2,0,0,1,4,5
"Itajaí","SC",675,1261,229,175,266,1936,2606
"Itajobi","SP",2,9,2,2,6,11,21
"Itajubá","MG",15,16,6,7,12,31,56
"Itajuípe","BA",1,0,0,0,1,1,2
"Italva","RJ",3,3,0,0,2,6,8
"Itamaraju","BA",1,3,2,0,7,4,13
"Itamarandiba","MG",1,2,0,0,2,3,5
"Itamarati","AM",0,1,0,0,0,1,1
"Itamarati de Minas","MG",0,0,0,0,1,0,1
"Itambacuri","MG",0,0,0,0,1,0,1
"Itambé","BA",1,1,0,0,1,2,3
"Itambé","PR",1,0,1,0,3,1,5
"Itambé","PE",15,1,2,0,1,16,19
"Itambé do Mato Dentro","MG",1,0,0,0,0,1,1
"Itamogi","MG",1,1,0,0,0,2,2
"Itamonte","MG",0,0,0,0,2,0,2
"Itanagra","BA",0,0,1,0,0,0,1
"Itanhaém","SP",59,48,8,9,23,107,147
"Itanhandu","MG",2,2,1,1,2,4,8
"Itanhangá","MT",0,2,0,0,2,2,4
"Itanhém","BA",0,1,0,0,0,1,1
"Itaobim","MG",0,0,0,0,1,0,1
"Itaocara","RJ",5,6,2,0,13,11,26
"Itapaci","GO",5,5,1,0,4,10,15
"Itapagipe","MG",0,2,0,0,0,2,2
"Itapajé","CE",6,5,0,0,0,11,11
"Itaparica","BA",1,3,1,1,3,4,9
"Itapé","BA",0,0,0,1,1,0,2
"Itapebi","BA",0,1,0,0,0,1,1
"Itapecerica","MG",0,1,0,0,1,1,2
"Itapecerica da Serra","SP",53,51,15,7,58,104,184
"Itapecuru Mirim","MA",7,2,0,1,5,9,15
"Itapejara d'Oeste","PR",2,5,1,1,4,7,13
"Itapema","SC",275,738,108,93,111,1013,1325
"Itapemirim","ES",18,29,6,1,17,47,71
"Itaperuçu","PR",4,6,2,1,2,10,15
"Itaperuna","RJ",48,58,17,19,36,106,178
"Itapetim","PE",1,0,0,0,0,1,1
"Itapetinga","BA",15,10,2,1,12,25,40
"Itapetininga","SP",153,223,29,16,55,376,476
"Itapeva","MG",0,1,0,0,0,1,1
"Itapeva","SP",28,68,18,14,44,96,172
"Itapevi","SP",103,86,8,5,57,189,259
"Itapicuru","BA",0,0,0,0,2,0,2
"Itapipoca","CE",14,11,1,2,7,25,35
"Itapira","SP",48,61,7,13,37,109,166
"Itapiranga","SC",3,14,4,3,6,17,30
"Itapirapuã","GO",0,0,0,1,2,0,3
"Itapissuma","PE",6,8,1,0,9,14,24
"Itapiúna","CE",1,0,0,0,0,1,1
"Itapoá","SC",71,95,15,6,28,166,215
"Itápolis","SP",10,34,13,4,15,44,76
"Itaporã","MS",7,11,1,1,5,18,25
"Itaporanga","PB",3,4,0,0,4,7,11
"Itaporanga","SP",1,0,0,3,3,1,7
"Itaporanga d'Ajuda","SE",4,7,0,0,2,11,13
"Itapororoca","PB",2,1,0,0,0,3,3
"Itapuã do Oeste","RO",1,2,0,0,2,3,5
"Itapuca","RS",0,0,1,0,2,0,3
"Itapuí","SP",0,6,1,0,0,6,7
"Itapura","SP",1,0,0,0,0,1,1
"Itapuranga","GO",3,7,2,0,8,10,20
"Itaquaquecetuba","SP",88,80,17,23,54,168,262
"Itaquara","BA",0,0,0,0,1,0,1
"Itaqui","RS",4,5,6,2,6,9,23
"Itaquiraí","MS",1,0,0,0,1,1,2
"Itarana","ES",3,4,2,1,7,7,17
"Itarantim","BA",1,3,1,1,0,4,6
"Itararé","SP",3,13,3,1,7,16,27
"Itarema","CE",2,3,1,0,1,5,7
"Itariri","SP",2,6,1,0,3,8,12
"Itarumã","GO",1,1,0,0,0,2,2
"Itati","RS",4,0,0,0,0,4,4
"Itatiaia","RJ",25,167,5,173,12,192,382
"Itatiaiuçu","MG",1,1,0,0,0,2,2
"Itatiba","SP",200,228,60,22,102,428,612
"Itatiba do Sul","RS",2,0,0,0,0,2,2
"Itatim","BA",0,1,0,0,0,1,1
"Itatinga","SP",4,3,0,1,2,7,10
"Itatira","CE",0,0,0,0,6,0,6
"Itaú","RN",2,0,1,0,0,2,3
"Itaú de Minas","MG",0,1,0,0,0,1,1
"Itaúba","MT",2,1,0,0,0,3,3
"Itauçu","GO",1,3,2,1,0,4,7
"Itaueira","PI",1,0,0,1,0,1,2
"Itaúna","MG",36,41,11,5,15,77,108
"Itaúna do Sul","PR",1,1,1,0,0,2,3
"Itinga","MG",1,0,0,0,0,1,1
"Itinga do Maranhão","MA",4,4,0,0,3,8,11
"Itiquira","MT",2,1,1,0,4,3,8
"Itirapina","SP",1,5,0,1,6,6,13
"Itirapuã","SP",2,2,2,0,0,4,6
"Itiruçu","BA",0,0,0,0,3,0,3
"Itiúba","BA",3,0,0,0,0,3,3
"Itobi","SP",0,0,0,0,3,0,3
"Itororó","BA",1,1,0,0,1,2,3
"Itu","SP",436,523,213,112,196,959,1480
"Ituaçu","BA",1,1,0,0,1,2,3
"Ituberá","BA",0,1,1,0,0,1,2
"Itueta","MG",1,0,0,0,3,1,4
"Ituiutaba","MG",8,15,4,4,4,23,35
"Itumbiara","GO",95,163,34,28,106,258,426
"Itupeva","SP",150,161,39,16,45,311,411
"Itupiranga","PA",1,1,0,1,3,2,6
"Ituporanga","SC",29,60,7,3,14,89,113
"Iturama","MG",3,2,1,1,2,5,9
"Itutinga","MG",1,0,0,0,2,1,3
"Ituverava","SP",12,46,3,10,14,58,85
"Iuiu","BA",0,1,0,0,0,1,1
"Iúna","ES",7,7,5,3,0,14,22
"Ivaí","PR",2,0,0,0,2,2,4
"Ivaiporã","PR",8,28,8,4,6,36,54
"Ivaté","PR",0,1,1,0,2,1,4
"Ivatuba","PR",1,3,0,1,1,4,6
"Ivinhema","MS",4,8,0,0,9,12,21
"Ivorá","RS",0,1,0,0,0,1,1
"Ivoti","RS",71,36,15,5,22,107,149
"Jaboatão dos Guararapes","PE",964,417,123,57,166,1381,1727
"Jaborá","SC",1,1,2,0,1,2,5
"Jaborandi","BA",0,0,0,1,0,0,1
"Jaborandi","SP",2,4,1,0,0,6,7
"Jaboti","PR",1,0,0,0,1,1,2
"Jaboticaba","RS",1,0,0,0,0,1,1
"Jaboticabal","SP",53,94,29,20,54,147,250
"Jaboticatubas","MG",2,4,1,0,1,6,8
"Jaçanã","RN",0,0,0,0,1,0,1
"Jacaraci","BA",2,1,0,0,2,3,5
"Jacaraú","PB",1,0,0,0,0,1,1
"Jacareacanga","PA",0,0,0,0,1,0,1
"Jacareí","SP",599,257,63,35,73,856,1027
"Jacarezinho","PR",10,19,5,0,4,29,38
"Jaci","SP",3,5,1,0,2,8,11
"Jaciara","MT",6,14,6,2,11,20,39
"Jacinto Machado","SC",0,3,0,0,8,3,11
"Jacobina","BA",20,26,8,5,10,46,69
"Jacuí","MG",0,0,0,0,4,0,4
"Jacundá","PA",2,1,0,0,2,3,5
"Jacupiranga","SP",3,4,0,0,2,7,9
"Jacutinga","MG",10,11,0,2,0,21,23
"Jacutinga","RS",1,0,0,0,0,1,1
"Jaguapitã","PR",5,5,2,0,0,10,12
"Jaguaquara","BA",6,3,1,1,4,9,15
"Jaguarão","RS",8,11,4,2,0,19,25
"Jaguarari","BA",0,2,0,1,1,2,4
"Jaguaré","ES",3,15,7,1,9,18,35
"Jaguaretama","CE",1,1,0,0,0,2,2
"Jaguari","RS",2,1,2,0,1,3,6
"Jaguariaíva","PR",0,16,4,1,12,16,33
"Jaguaribara","CE",0,0,1,0,0,0,1
"Jaguaribe","CE",5,7,2,3,4,12,21
"Jaguaripe","BA",0,0,0,0,1,0,1
"Jaguariúna","SP",83,119,34,16,42,202,294
"Jaguaruana","CE",3,6,1,0,2,9,12
"Jaguaruna","SC",5,11,4,0,12,16,32
"Jaíba","MG",0,0,0,1,0,0,1
"Jaicós","PI",2,0,0,0,0,2,2
"Jales","SP",30,47,10,3,21,77,111
"Jambeiro","SP",9,9,2,0,1,18,21
"Janaúba","MG",7,6,0,0,3,13,16
"Jandaia","GO",0,0,0,1,1,0,2
"Jandaia do Sul","PR",9,19,4,2,9,28,43
"Jandaíra","BA",2,0,0,0,1,2,3
"Jandira","SP",111,103,22,12,42,214,290
"Janduís","RN",1,0,0,0,0,1,1
"Jangada","MT",0,0,0,0,2,0,2
"Janiópolis","PR",1,0,0,0,0,1,1
"Januária","MG",0,2,0,0,1,2,3
"Januário Cicco","RN",1,0,0,0,0,1,1
"Japaraíba","MG",0,1,0,0,0,1,1
"Japaratinga","AL",1,4,4,0,7,5,16
"Japaratuba","SE",1,1,0,0,0,2,2
"Japeri","RJ",19,14,0,1,6,33,40
"Japi","RN",2,0,0,0,0,2,2
"Japira","PR",1,0,0,0,1,1,2
"Japurá","PR",1,1,1,0,5,2,8
"Jaraguá","GO",27,14,0,1,11,41,53
"Jaraguá do Sul","SC",592,516,68,70,83,1108,1329
"Jaraguari","MS",5,4,0,0,0,9,9
"Jaramataia","AL",1,0,0,0,0,1,1
"Jardim","CE",1,1,0,0,1,2,3
"Jardim","MS",2,11,6,2,4,13,25
"Jardim Alegre","PR",1,0,2,0,1,1,4
"Jardim de Piranhas","RN",3,0,0,2,0,3,5
"Jardim do Mulato","PI",1,0,0,0,0,1,1
"Jardim do Seridó","RN",5,1,0,0,0,6,6
"Jardinópolis","SC",2,0,0,0,1,2,3
"Jardinópolis","SP",27,32,6,3,14,59,82
"Jarinu","SP",29,23,5,1,10,52,68
"Jaru","RO",13,24,6,0,7,37,50
"Jataí","GO",39,129,34,15,77,168,294
"Jataizinho","PR",11,7,2,0,5,18,25
"Jataúba","PE",67,2,0,1,0,69,70
"Jateí","MS",1,0,0,0,4,1,5
"Jati","CE",1,1,0,0,0,2,2
"Jatobá","MA",0,0,0,0,1,0,1
"Jatobá","PE",0,5,0,0,0,5,5
"Jaú","SP",105,157,36,16,67,262,381
"Jaupaci","GO",0,1,0,0,2,1,3
"Jauru","MT",0,2,1,1,1,2,5
"Jequeri","MG",0,1,0,0,4,1,5
"Jequiá da Praia","AL",1,1,0,0,0,2,2
"Jequié","BA",45,41,7,11,39,86,143
"Jequitinhonha","MG",0,0,0,1,2,0,3
"Jeremoabo","BA",3,0,2,0,1,3,6
"Jericó","PB",0,1,0,0,1,1,2
"Jeriquara","SP",0,1,0,0,1,1,2
"Jerônimo Monteiro","ES",2,3,0,0,2,5,7
"Jesuânia","MG",0,0,0,0,1,0,1
"Jesuítas","PR",0,1,1,1,2,1,5
"Jesúpolis","GO",0,0,0,0,1,0,1
"Jijoca de Jericoacoara","CE",4,1,0,0,0,5,5
"Ji-Paraná","RO",56,45,16,3,50,101,170
"Jiquiriçá","BA",0,1,0,0,0,1,1
"Jitaúna","BA",1,1,0,0,0,2,2
"Joaçaba","SC",55,106,38,12,11,161,222
"Joanésia","MG",0,0,0,0,1,0,1
"Joanópolis","SP",8,4,3,1,5,12,21
"João Alfredo","PE",18,0,0,0,2,18,20
"João Câmara","RN",4,3,3,0,5,7,15
"João Dourado","BA",1,4,0,1,4,5,10
"João Lisboa","MA",4,1,1,0,0,5,6
"João Monlevade","MG",73,16,3,5,15,89,112
"João Neiva","ES",5,12,2,2,10,17,31
"João Pessoa","PB",2387,1490,455,220,638,3877,5190
"João Pinheiro","MG",1,6,0,2,5,7,14
"João Ramalho","SP",2,0,0,0,0,2,2
"Joaquim Felício","MG",0,1,0,0,1,1,2
"Joaquim Gomes","AL",1,0,0,0,0,1,1
"Joaquim Nabuco","PE",0,0,0,0,1,0,1
"Joaquim Távora","PR",0,2,0,0,2,2,4
"Jóia","RS",1,0,0,0,2,1,3
"Joinville","SC",1102,1429,293,180,345,2531,3349
"José Boiteux","SC",4,1,0,0,0,5,5
"José Bonifácio","SP",16,35,12,0,19,51,82
"José da Penha","RN",1,1,0,0,0,2,2
"José de Freitas","PI",4,4,4,0,4,8,16
"Joselândia","MA",1,0,0,0,0,1,1
"Joviânia","GO",0,10,0,1,4,10,15
"Juara","MT",7,8,0,4,9,15,28
"Juarez Távora","PB",4,0,0,0,3,4,7
"Juatuba","MG",3,2,0,1,2,5,8
"Juazeirinho","PB",1,0,0,0,2,1,3
"Juazeiro","BA",43,55,9,9,32,98,148
"Juazeiro do Norte","CE",192,204,55,10,103,396,564
"Jucás","CE",1,1,0,1,0,2,3
"Jucurutu","RN",4,2,0,0,1,6,7
"Juína","MT",32,16,2,2,12,48,64
"Juiz de Fora","MG",915,1254,339,87,332,2169,2927
"Júlio de Castilhos","RS",4,12,1,1,5,16,23
"Jumirim","SP",0,0,0,0,2,0,2
"Junco do Maranhão","MA",0,1,0,0,0,1,1
"Junco do Seridó","PB",0,0,1,0,0,0,1
"Jundiaí","SP",1432,1579,405,109,438,3011,3963
"Jundiaí do Sul","PR",0,0,0,0,1,0,1
"Junqueiro","AL",3,3,0,2,1,6,9
"Junqueirópolis","SP",3,3,1,0,10,6,17
"Jupi","PE",2,0,0,0,3,2,5
"Jupiá","SC",0,1,0,0,0,1,1
"Juquiá","SP",1,4,0,0,6,5,11
"Juquitiba","SP",0,7,2,0,5,7,14
"Juranda","PR",0,0,0,0,5,0,5
"Jurema","PE",1,0,1,0,0,1,2
"Juripiranga","PB",1,0,0,0,0,1,1
"Juru","PB",0,0,0,1,1,0,2
"Juruaia","MG",2,0,0,0,2,2,4
"Juruti","PA",2,0,0,0,0,2,2
"Juscimeira","MT",2,0,0,0,2,2,4
"Jussara","BA",1,0,0,0,0,1,1
"Jussara","GO",1,12,2,1,3,13,19
"Jussiape","BA",0,0,0,0,1,0,1
"Juti","MS",0,1,1,0,0,1,2
"Kaloré","PR",0,0,0,0,3,0,3
"Lábrea","AM",0,0,0,0,1,0,1
"Lacerdópolis","SC",1,1,1,0,2,2,5
"Ladainha","MG",1,0,0,0,1,1,2
"Ladário","MS",1,0,1,0,5,1,7
"Lagarto","SE",42,21,7,6,8,63,84
"Lages","SC",103,200,93,24,71,303,491
"Lago da Pedra","MA",1,2,0,0,6,3,9
"Lago do Junco","MA",1,1,0,0,1,2,3
"Lago dos Rodrigues","MA",17,0,0,0,1,17,18
"Lago Verde","MA",0,0,0,0,1,0,1
"Lagoa","PB",4,0,0,0,0,4,4
"Lagoa Bonita do Sul","RS",0,1,0,0,1,1,2
"Lagoa da Canoa","AL",7,2,0,0,0,9,9
"Lagoa da Confusão","TO",0,0,2,0,0,0,2
"Lagoa da Prata","MG",8,12,1,4,7,20,32
"Lagoa de Itaenga","PE",4,1,2,0,2,5,9
"Lagoa de Pedras","RN",1,0,0,0,0,1,1
"Lagoa de São Francisco","PI",0,0,0,0,1,0,1
"Lagoa de Velhos","RN",1,0,0,0,0,1,1
"Lagoa do Carro","PE",4,1,0,1,1,5,7
"Lagoa do Piauí","PI",0,1,0,0,0,1,1
"Lagoa dos Gatos","PE",0,0,1,0,2,0,3
"Lagoa dos Três Cantos","RS",1,0,0,0,0,1,1
"Lagoa Dourada","MG",0,1,0,0,2,1,3
"Lagoa Formosa","MG",0,3,0,0,3,3,6
"Lagoa Grande","MG",1,1,0,0,0,2,2
"Lagoa Grande","PE",4,1,0,0,2,5,7
"Lagoa Nova","RN",2,0,0,0,1,2,3
"Lagoa Real","BA",1,0,0,0,1,1,2
"Lagoa Salgada","RN",1,0,0,0,0,1,1
"Lagoa Santa","MG",33,41,7,7,20,74,108
"Lagoa Seca","PB",23,26,2,1,11,49,63
"Lagoa Vermelha","RS",7,9,2,1,2,16,21
"Lagoão","RS",0,0,0,0,1,0,1
"Lagoinha","SP",0,1,0,0,0,1,1
"Laguna","SC",25,49,11,8,21,74,114
"Laguna Carapã","MS",0,2,2,0,1,2,5
"Laje","BA",1,0,0,1,4,1,6
"Laje do Muriaé","RJ",5,1,0,0,1,6,7
"Lajeado","RS",192,161,53,32,109,353,547
"Lajeado Grande","SC",0,1,0,0,1,1,2
"Lajedão","BA",0,0,0,0,2,0,2
"Lajedo","PE",7,2,0,0,3,9,12
"Lajes","RN",0,2,0,0,0,2,2
"Lajinha","MG",0,0,1,0,1,0,2
"Lambari","MG",3,6,1,1,2,9,13
"Lambari D'Oeste","MT",0,0,1,0,2,0,3
"Lapa","PR",10,12,3,4,5,22,34
"Lapão","BA",1,1,0,0,2,2,4
"Laranja da Terra","ES",0,2,1,1,4,2,8
"Laranjal do Jari","AP",1,1,0,1,1,2,4
"Laranjal Paulista","SP",18,36,4,5,6,54,69
"Laranjeiras","SE",0,3,1,1,2,3,7
"Laranjeiras do Sul","PR",7,15,3,0,6,22,31
"Lassance","MG",0,0,0,0,2,0,2
"Laurentino","SC",6,4,2,0,2,10,14
"Lauro de Freitas","BA",1291,672,116,41,223,1963,2343
"Lauro Müller","SC",2,8,1,0,8,10,19
"Lavínia","SP",2,0,0,0,1,2,3
"Lavras","MG",25,30,5,7,14,55,81
"Lavras da Mangabeira","CE",1,4,0,0,2,5,7
"Lavras do Sul","RS",0,1,0,0,0,1,1
"Lavrinhas","SP",3,2,0,0,1,5,6
"Lebon Régis","SC",3,2,0,0,1,5,6
"Leme","SP",35,100,15,6,28,135,184
"Lençóis","BA",0,0,1,0,1,0,2
"Lençóis Paulista","SP",33,62,19,4,22,95,140
"Leoberto Leal","SC",0,0,0,0,1,0,1
"Leopoldina","MG",3,15,3,0,4,18,25
"Leopoldo de Bulhões","GO",2,4,0,0,0,6,6
"Leópolis","PR",2,0,0,0,0,2,2
"Liberato Salzano","RS",0,1,0,0,0,1,1
"Licínio de Almeida","BA",1,3,0,0,0,4,4
"Lidianópolis","PR",0,0,0,1,0,0,1
"Lima Campos","MA",3,1,0,0,2,4,6
"Lima Duarte","MG",4,0,0,0,0,4,4
"Limeira","SP",493,823,180,41,231,1316,1768
"Limoeiro","PE",25,5,0,2,9,30,41
"Limoeiro de Anadia","AL",7,4,0,1,2,11,14
"Limoeiro do Norte","CE",9,10,3,0,7,19,29
"Lindoeste","PR",1,2,0,0,0,3,3
"Lindóia","SP",4,3,1,0,2,7,10
"Lindóia do Sul","SC",0,0,1,0,0,0,1
"Lindolfo Collor","RS",7,0,1,0,1,7,9
"Linha Nova","RS",0,1,0,0,0,1,1
"Linhares","ES",123,318,86,15,91,441,633
"Lins","SP",32,61,28,11,38,93,170
"Livramento de Nossa Senhora","BA",6,4,4,1,4,10,19
"Loanda","PR",21,9,2,0,2,30,34
"Lobato","PR",1,1,1,1,1,2,5
"Londrina","PR",1138,1510,450,125,351,2648,3574
"Lontras","SC",12,10,2,3,2,22,29
"Lorena","SP",20,42,14,2,15,62,93
"Loreto","MA",1,1,0,0,1,2,3
"Lourdes","SP",0,0,1,0,0,0,1
"Louveira","SP",108,101,16,5,40,209,270
"Lucas do Rio Verde","MT",19,113,30,15,28,132,205
"Lucélia","SP",6,10,1,3,8,16,28
"Lucena","PB",3,1,0,0,0,4,4
"Lucrécia","RN",2,0,0,0,0,2,2
"Luís Antônio","SP",1,9,1,2,3,10,16
"Luís Correia","PI",6,4,1,5,3,10,19
"Luís Eduardo Magalhães","BA",100,108,5,12,55,208,280
"Luís Gomes","RN",1,0,0,0,0,1,1
"Luiz Alves","SC",11,8,2,2,7,19,30
"Luiziana","PR",0,2,0,0,0,2,2
"Luiziânia","SP",0,0,0,0,3,0,3
"Lunardelli","PR",0,1,0,0,2,1,3
"Lupércio","SP",1,1,0,0,0,2,2
"Lupionópolis","PR",2,1,0,0,0,3,3
"Luz","MG",3,1,0,0,3,4,7
"Luzerna","SC",0,5,3,0,2,5,10
"Luziânia","GO",5,2,0,3,8,7,18
"Luzilândia","PI",2,1,0,0,0,3,3
"Macaé","RJ",239,351,138,43,253,590,1024
"Macaíba","RN",47,21,4,3,3,68,78
"Macambira","SE",0,2,0,0,0,2,2
"Macapá","AP",531,340,61,25,246,871,1203
"Macaparana","PE",5,2,0,0,0,7,7
"Macarani","BA",2,3,0,0,1,5,6
"Macatuba","SP",5,4,2,0,5,9,16
"Macau","RN",0,1,1,0,4,1,6
"Macaubal","SP",3,2,3,0,1,5,9
"Macaúbas","BA",5,6,0,0,4,11,15
"Macedônia","SP",1,1,0,0,0,2,2
"Maceió","AL",2487,2920,716,217,911,5407,7251
"Machadinho","RS",2,0,2,1,0,2,5
"Machadinho D'Oeste","RO",0,1,2,0,1,1,4
"Machado","MG",7,14,3,3,3,21,30
"Machados","PE",2,2,0,0,3,4,7
"Macuco","RJ",2,0,0,0,0,2,2
"Madalena","CE",0,1,0,0,1,1,2
"Madre de Deus","BA",2,4,1,1,1,6,9
"Madre de Deus de Minas","MG",0,1,0,0,0,1,1
"Mãe do Rio","PA",1,3,0,1,5,4,10
"Maetinga","BA",1,0,0,0,1,1,2
"Mafra","SC",49,56,24,4,18,105,151
"Magda","SP",0,0,1,0,1,0,2
"Magé","RJ",88,57,14,18,51,145,228
"Maiquinique","BA",0,0,0,0,1,0,1
"Mairinque","SP",36,30,7,3,9,66,85
"Mairiporã","SP",131,118,21,10,54,249,334
